Bin ID,Representative,Completeness,Contamination,Genome Size,Quality,Nr contigs,Classification,GTDBtk fastani Ref,16S rRNA,23S rRNA,5S rRNA,16S partial,23S partial,5S partial,Unique tRNAs,Total tRNAs,MIMAG,Sample,Original ID
SHD1_0295.fna.gz,Yes,100.0,0.18,3117157,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii,GCF_900461085.1,10.0,10.0,11.0,0.0,0.0,0.0,23,84,Yes,D002,ALL_LR_SemiBin_2_D002
SHD1_0070.fna.gz,Yes,100.0,0.04,3211823,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens,GCF_000013285.1,10.0,10.0,10.0,0.0,0.0,0.0,23,92,Yes,D002,ALL_LR_SemiBin_3_D002
SHD1_1497.fna.gz,No,100.0,1.97,4488104,high-quality,2,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum,GCF_012317185.1,5.0,5.0,0.0,0.0,0.0,5.0,22,49,Yes,D002,ALL_LR_SemiBin_5_D002
SHD1_0067.fna.gz,Yes,99.96,0.03,3145345,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus,GCF_008121495.1,5.0,5.0,0.0,0.0,0.0,0.0,22,54,Yes,D002,ALL_LR_SemiBin_6_D002
SHD1_1994.fna.gz,No,99.93,4.16,2869019,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii,GCF_002222595.2,5.0,5.0,0.0,0.0,0.0,0.0,22,59,Yes,D002,ALL_LR_SemiBin_7_D002
SHD1_0120.fna.gz,No,99.89,0.05,2857082,high-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques,GCF_000153925.1,4.0,4.0,4.0,0.0,0.0,0.0,23,50,Yes,D002,ALL_LR_SemiBin_8_D002
SHD1_2174.fna.gz,Yes,92.62,3.9,4026371,high-quality,15,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp000165065,GCA_017161075.1,4.0,4.0,1.0,0.0,0.0,3.0,21,45,Yes,D002,ALL_LR_SemiBin_9_D002
SHD1_2451.fna.gz,No,74.02,3.17,2737959,medium-quality,83,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__,,5.0,5.0,7.0,0.0,0.0,0.0,23,80,No,D002,ALL_SR_SemiBin_15_D002
SHD1_2412.fna.gz,No,100.0,7.9,5456791,medium-quality,65,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,7.0,7.0,8.0,0.0,0.0,0.0,21,77,No,D002,ALL_SR_SemiBin_4_D002
SHD1_1802.fna.gz,No,99.97,3.26,3677972,high-quality,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,GCF_000154845.1,6.0,6.0,6.0,0.0,0.0,0.0,22,94,Yes,D002,ALL_multi_SemiBin_10_D002
SHD1_2010.fna.gz,No,80.06,0.28,3018854,medium-quality,11,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum,GCF_900447045.1,6.0,6.0,9.0,0.0,0.0,0.0,22,81,No,D002,ALL_multi_SemiBin_12_D002
SHD1_2278.fna.gz,No,80.6,2.46,2969802,medium-quality,86,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645,GCA_900546645.1,4.0,4.0,5.0,0.0,0.0,0.0,22,83,No,D002,ALL_multi_SemiBin_14_D002
SHD1_2297.fna.gz,No,77.93,2.11,2019439,medium-quality,44,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Beduini;s__Beduini sp018365815,GCA_018365815.1,4.0,4.0,0.0,0.0,0.0,0.0,20,51,No,D002,ALL_multi_SemiBin_15_D002
SHD1_0480.fna.gz,No,99.81,0.28,2549039,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455,GCA_900540455.1,6.0,6.0,6.0,0.0,0.0,0.0,23,68,Yes,D003,10G_20G_SemiBin_13_D003
SHD1_0622.fna.gz,No,99.43,0.34,2964157,high-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900539715,GCA_900539715.1,4.0,4.0,0.0,0.0,0.0,0.0,23,56,Yes,D003,10G_20G_SemiBin_20_D003
SHD1_1725.fna.gz,No,99.99,2.87,1945833,high-quality,10,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis,GCF_000156175.1,4.0,4.0,4.0,0.0,0.0,0.0,23,60,Yes,D003,10G_20G_SemiBin_34_D003
SHD1_0445.fna.gz,No,99.96,0.28,3609869,high-quality,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645,GCA_900546645.1,6.0,6.0,6.0,0.0,0.0,0.0,22,88,Yes,D003,10G_20G_SemiBin_4_D003
SHD1_0989.fna.gz,Yes,97.73,0.39,2758941,high-quality,1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__,,6.0,6.0,0.0,0.0,0.0,0.0,20,65,Yes,D003,10G_20G_SemiBin_46_D003
SHD1_2277.fna.gz,No,80.72,2.48,1426385,medium-quality,8,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,,2.0,2.0,2.0,0.0,0.0,0.0,20,42,No,D003,10G_20G_SemiBin_55_D003
SHD1_0240.fna.gz,No,99.99,0.14,1612336,high-quality,1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D upsaliensis,GCF_900637395.1,3.0,3.0,0.0,0.0,0.0,0.0,24,45,Yes,D003,ALL_LR_SemiBin_0_D003
SHD1_0653.fna.gz,No,99.7,0.43,2465706,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis_A,GCA_018369555.1,7.0,7.0,0.0,0.0,0.0,7.0,22,58,Yes,D003,ALL_LR_SemiBin_1_D003
SHD1_0463.fna.gz,No,99.44,0.19,2152686,high-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900552795,GCA_900552795.1,5.0,5.0,5.0,0.0,0.0,0.0,22,49,Yes,D003,ALL_LR_SemiBin_10_D003
SHD1_0306.fna.gz,No,99.62,0.11,2238787,high-quality,2,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465,GCA_900541465.1,6.0,6.0,7.0,0.0,0.0,0.0,24,56,Yes,D003,ALL_LR_SemiBin_11_D003
SHD1_1075.fna.gz,No,99.58,0.9,2344888,high-quality,2,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Beduini;s__Beduini sp018365815,GCA_018365815.1,8.0,8.0,0.0,0.0,0.0,0.0,22,64,Yes,D003,ALL_LR_SemiBin_12_D003
SHD1_0360.fna.gz,No,100.0,0.22,2413746,high-quality,1,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,GCF_010669225.1,6.0,6.0,6.0,0.0,0.0,0.0,23,54,Yes,D003,ALL_LR_SemiBin_13_D003
SHD1_1378.fna.gz,No,98.6,1.36,2533243,high-quality,3,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__,,6.0,7.0,7.0,1.0,0.0,0.0,22,61,Yes,D003,ALL_LR_SemiBin_14_D003
SHD1_1361.fna.gz,No,100.0,1.58,2685401,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900539645,GCA_900539645.1,11.0,11.0,11.0,0.0,0.0,0.0,24,89,Yes,D003,ALL_LR_SemiBin_15_D003
SHD1_1184.fna.gz,No,94.04,0.0,2738691,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAJMNU01;s__CAJMNU01 sp905214855,GCA_905214855.1,5.0,5.0,0.0,0.0,0.0,0.0,22,65,Yes,D003,ALL_LR_SemiBin_16_D003
SHD1_0804.fna.gz,Yes,99.94,0.62,2613843,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__,,5.0,5.0,0.0,0.0,0.0,0.0,23,61,Yes,D003,ALL_LR_SemiBin_17_D003
SHD1_1517.fna.gz,No,93.29,0.7,3053903,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp900538475,GCA_900538475.1,5.0,5.0,5.0,0.0,0.0,0.0,22,65,Yes,D003,ALL_LR_SemiBin_18_D003
SHD1_0535.fna.gz,No,98.36,0.04,3857422,high-quality,5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris,GCA_025147325.1,5.0,5.0,5.0,0.0,0.0,0.0,22,65,Yes,D003,ALL_LR_SemiBin_19_D003
SHD1_0549.fna.gz,Yes,99.99,0.38,2465993,high-quality,1,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900543175,GCA_900543175.1,8.0,8.0,8.0,0.0,0.0,1.0,24,60,Yes,D003,ALL_LR_SemiBin_20_D003
SHD1_0502.fna.gz,No,99.82,0.3,3537613,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B,GCF_009494135.1,5.0,5.0,5.0,0.0,0.0,0.0,23,69,Yes,D003,ALL_LR_SemiBin_21_D003
SHD1_0514.fna.gz,No,98.82,0.11,3143697,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp000435655,GCA_018223375.1,5.0,5.0,0.0,0.0,0.0,0.0,23,72,Yes,D003,ALL_LR_SemiBin_22_D003
SHD1_0698.fna.gz,No,98.93,0.32,2545158,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Gallispira;s__Gallispira sp900543365,GCA_900543365.1,4.0,4.0,0.0,0.0,0.0,0.0,22,56,Yes,D003,ALL_LR_SemiBin_24_D003
SHD1_1548.fna.gz,No,99.06,1.98,2619190,high-quality,18,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975,GCA_900765975.1,4.0,4.0,4.0,0.0,0.0,0.0,23,55,Yes,D003,ALL_LR_SemiBin_25_D003
SHD1_0515.fna.gz,Yes,99.06,0.16,1564657,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,,2.0,2.0,2.0,0.0,0.0,0.0,22,37,Yes,D003,ALL_LR_SemiBin_26_D003
SHD1_1044.fna.gz,No,99.54,0.85,2040412,high-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__Avimicrobium sp934845495,GCA_934845495.1,4.0,4.0,5.0,0.0,0.0,0.0,23,67,Yes,D003,ALL_LR_SemiBin_27_D003
SHD1_1711.fna.gz,No,97.82,2.39,3492476,high-quality,56,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__,,6.0,6.0,6.0,0.0,0.0,0.0,23,87,Yes,D003,ALL_LR_SemiBin_28_D003
SHD1_1659.fna.gz,No,94.37,0.8,2121870,high-quality,6,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis,GCF_000384195.1,6.0,6.0,0.0,0.0,0.0,6.0,23,57,Yes,D003,ALL_LR_SemiBin_29_D003
SHD1_2091.fna.gz,No,98.94,4.55,2701330,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci_A,GCF_019052655.1,7.0,7.0,7.0,0.0,0.0,0.0,22,54,Yes,D003,ALL_LR_SemiBin_3_D003
SHD1_1076.fna.gz,No,99.82,0.95,2756979,high-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900550235,GCA_900550235.1,6.0,6.0,6.0,0.0,0.0,0.0,23,61,Yes,D003,ALL_LR_SemiBin_31_D003
SHD1_0536.fna.gz,No,99.71,0.31,3205949,high-quality,17,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata,GCF_004346095.1,6.0,6.0,5.0,0.0,0.0,0.0,23,65,Yes,D003,ALL_LR_SemiBin_32_D003
SHD1_1869.fna.gz,No,95.91,2.74,2503678,high-quality,19,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium sp000437715,GCF_004168205.1,7.0,7.0,0.0,0.0,0.0,7.0,19,54,Yes,D003,ALL_LR_SemiBin_33_D003
SHD1_1264.fna.gz,No,96.65,0.69,3465892,high-quality,6,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625,GCF_001517625.2,6.0,6.0,0.0,0.0,0.0,0.0,22,100,Yes,D003,ALL_LR_SemiBin_34_D003
SHD1_2014.fna.gz,No,84.15,1.12,2880649,medium-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,,5.0,5.0,5.0,0.0,0.0,0.0,22,62,No,D003,ALL_LR_SemiBin_35_D003
SHD1_1661.fna.gz,No,89.1,0.4,2223970,medium-quality,10,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,,4.0,4.0,5.0,0.0,0.0,0.0,23,69,No,D003,ALL_LR_SemiBin_37_D003
SHD1_2500.fna.gz,No,90.65,7.45,3066857,medium-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii,GCF_002222595.2,5.0,5.0,0.0,0.0,0.0,0.0,21,58,No,D003,ALL_LR_SemiBin_38_D003
SHD1_1968.fna.gz,No,84.18,0.87,2957671,medium-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp000437675,GCA_000437675.1,6.0,6.0,6.0,0.0,0.0,0.0,20,58,No,D003,ALL_LR_SemiBin_39_D003
SHD1_2506.fna.gz,No,92.57,7.89,3407147,medium-quality,18,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195,GCA_902363515.1,4.0,4.0,0.0,0.0,0.0,0.0,21,72,No,D003,ALL_LR_SemiBin_41_D003
SHD1_2295.fna.gz,No,97.31,5.98,3939701,medium-quality,51,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGZHZ01;s__,,5.0,5.0,5.0,0.0,0.0,0.0,22,63,No,D003,ALL_LR_SemiBin_43_D003
SHD1_1948.fna.gz,No,81.43,0.22,2091020,medium-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_B;s__Dorea_B phocaeensis,GCF_900240315.1,5.0,5.0,0.0,0.0,0.0,0.0,22,47,No,D003,ALL_LR_SemiBin_45_D003
SHD1_1783.fna.gz,No,85.66,0.32,2568502,medium-quality,3,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,,5.0,5.0,5.0,0.0,0.0,0.0,21,46,No,D003,ALL_LR_SemiBin_48_D003
SHD1_2148.fna.gz,No,78.24,0.82,2743714,medium-quality,6,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi,GCF_003287895.1,6.0,5.0,0.0,0.0,1.0,0.0,23,63,No,D003,ALL_LR_SemiBin_51_D003
SHD1_2012.fna.gz,No,84.0,1.07,2093777,medium-quality,23,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A piriformis,GCF_000296445.1,1.0,1.0,0.0,0.0,0.0,0.0,23,55,No,D003,ALL_LR_SemiBin_54_D003
SHD1_2421.fna.gz,No,60.2,0.06,2346322,medium-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,GCF_000154845.1,5.0,5.0,5.0,0.0,0.0,0.0,21,65,No,D003,ALL_LR_SemiBin_55_D003
SHD1_2378.fna.gz,No,76.55,2.78,2256182,medium-quality,39,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900555025,GCA_905201915.1,3.0,4.0,0.0,1.0,0.0,0.0,20,39,No,D003,ALL_LR_SemiBin_59_D003
SHD1_0933.fna.gz,No,98.44,0.46,2088552,high-quality,1,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900544885,GCA_900544885.1,5.0,5.0,5.0,0.0,0.0,0.0,23,60,Yes,D003,ALL_LR_SemiBin_6_D003
SHD1_0416.fna.gz,No,98.97,0.06,2090802,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__MGBC140090;s__,,4.0,4.0,0.0,0.0,0.0,4.0,22,48,Yes,D003,ALL_LR_SemiBin_7_D003
SHD1_0876.fna.gz,Yes,96.72,0.05,2124609,high-quality,1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp905186145,GCA_905186145.1,7.0,7.0,8.0,0.0,0.0,0.0,22,79,Yes,D003,ALL_LR_SemiBin_8_D003
SHD1_1353.fna.gz,No,99.96,1.56,2139282,high-quality,1,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885,GCF_021531475.1,7.0,7.0,1.0,0.0,0.0,0.0,24,55,Yes,D003,ALL_LR_SemiBin_9_D003
SHD1_1745.fna.gz,No,98.24,2.62,2109067,high-quality,10,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__Amedibacillus dolichus,GCF_000154285.1,4.0,4.0,0.0,0.0,0.0,4.0,22,41,Yes,D003,ALL_SR_SemiBin_22_D003
SHD1_0582.fna.gz,No,98.46,0.1,2773427,high-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum,GCF_900167005.1,6.0,6.0,6.0,0.0,0.0,0.0,23,81,Yes,D003,ALL_SR_SemiBin_3_D003
SHD1_2221.fna.gz,No,98.08,5.39,2755510,medium-quality,30,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus,GCF_008121495.1,5.0,5.0,0.0,0.0,1.0,0.0,21,56,No,D003,ALL_SR_SemiBin_36_sub_D003
SHD1_1880.fna.gz,No,86.53,0.93,2402035,medium-quality,18,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis,GCF_004345265.1,5.0,5.0,6.0,0.0,0.0,0.0,23,70,No,D003,ALL_SR_SemiBin_43_D003
SHD1_1819.fna.gz,No,84.92,0.33,2738872,medium-quality,15,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900753905,GCA_905200905.1,4.0,4.0,0.0,0.0,0.0,0.0,21,46,No,D003,ALL_SR_SemiBin_44_D003
SHD1_2106.fna.gz,No,82.64,1.43,2798059,medium-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp900542035,GCA_900542035.1,4.0,4.0,4.0,0.0,0.0,0.0,23,57,No,D003,ALL_SR_SemiBin_47_D003
SHD1_2205.fna.gz,No,81.44,1.9,2390858,medium-quality,14,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A,GCF_015560805.1,4.0,4.0,3.0,0.0,0.0,0.0,19,41,No,D003,ALL_SR_SemiBin_56_D003
SHD1_2519.fna.gz,No,55.5,0.67,1796283,medium-quality,56,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555,GCA_900556555.1,,,,,,,20,38,No,D003,ALL_SR_SemiBin_66_D003
SHD1_2254.fna.gz,No,98.59,5.85,2950580,medium-quality,7,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella sp905186105,GCA_905186105.1,9.0,9.0,0.0,0.0,0.0,0.0,23,84,No,D003,ALL_multi_SemiBin_26_D003
SHD1_2115.fna.gz,No,97.67,4.49,2573165,high-quality,22,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale,GCF_010537335.1,7.0,6.0,0.0,0.0,0.0,6.0,21,62,Yes,D003,ALL_multi_SemiBin_28_D003
SHD1_1568.fna.gz,No,98.63,1.97,2407930,high-quality,9,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__,,5.0,5.0,0.0,0.0,0.0,0.0,23,62,Yes,D003,ALL_multi_SemiBin_30_D003
SHD1_2400.fna.gz,No,80.46,3.8,2458329,medium-quality,21,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541345,GCA_900541345.1,5.0,5.0,5.0,0.0,0.0,0.0,23,58,No,D003,ALL_multi_SemiBin_34_D003
SHD1_1853.fna.gz,No,85.92,0.65,3019187,medium-quality,11,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris,GCF_024622975.1,5.0,5.0,5.0,0.0,0.0,0.0,17,37,No,D003,ALL_multi_SemiBin_39_D003
SHD1_2001.fna.gz,No,99.99,4.2,3198262,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp000432335,GCA_000432335.1,6.0,6.0,3.0,0.0,0.0,2.0,23,71,Yes,D003,ALL_multi_SemiBin_44_D003
SHD1_1555.fna.gz,No,89.6,0.11,2218048,medium-quality,8,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__UBA9414 sp018365895,GCA_018365895.1,5.0,5.0,0.0,0.0,0.0,0.0,22,54,No,D003,ALL_multi_SemiBin_45_D003
SHD1_2109.fna.gz,No,90.89,3.1,2204087,high-quality,16,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900545035,GCA_900545035.1,6.0,6.0,0.0,0.0,0.0,0.0,24,53,Yes,D003,ALL_multi_SemiBin_50_D003
SHD1_2405.fna.gz,No,80.1,3.81,1913133,medium-quality,31,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Duodenibacillus;s__,,3.0,2.0,2.0,0.0,0.0,0.0,21,46,No,D003,ALL_multi_SemiBin_53_D003
SHD1_0425.fna.gz,No,99.89,0.25,2347016,high-quality,10,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella wadsworthensis_A,GCF_000297775.1,9.0,8.0,1.0,0.0,1.0,0.0,23,67,Yes,D003,ALL_multi_SemiBin_9_D003
SHD1_1023.fna.gz,Yes,99.99,0.9,2395172,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__JAGZMM01;s__JAGZMM01 sp018364155,GCA_018364155.1,3.0,3.0,3.0,0.0,0.0,0.0,22,55,Yes,D004,ALL_LR_SemiBin_0_D004
SHD1_0300.fna.gz,Yes,99.99,0.18,3297590,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis,GCF_005121165.3,3.0,3.0,3.0,0.0,0.0,0.0,23,61,Yes,D004,ALL_LR_SemiBin_1_D004
SHD1_0612.fna.gz,No,99.97,0.44,2548510,high-quality,1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella wadsworthensis_A,GCF_000297775.1,9.0,9.0,1.0,0.0,0.0,0.0,23,69,Yes,D004,ALL_LR_SemiBin_10_D004
